question,answer,false_answer
Sei Shonagon was a Japanese court lady who served the Empress Teishi around the year 1000 AD and who is best known as the author of which book of courtly observations and musings?,Makura no soshi; The Book of the Pillow; The Pillow-Book; Pillowbook; Makura No Soshi; 'THE PILLOW BOOK'; The Pillow Book of Sei Shonagon; The Pillow Book; Soshi Makura; 枕草子; Makura no soosi; Pillow book; The Pillow-Book Of Sei Shonagon; Makura No Sōshi; Makura no Soshi; The Pillow Book Of Sei Shonagon; Makura no Sōshi; Makura no sōshi; The Pillow Book of Sei Shōnagon; Pillow Book,The Pillow Book
Which King of England sold Dunkirk to Louis XIV of France?,King Charles the Second; Charles the Second; Charles ii; Charles II; Charles Ii; Charles 6; Charles 2; Charles II (disambiguation); King Charles II,Charles II
"Who, in 1791, wrote """"The Life of Samuel Johnson""""?","Bozzy; Boswell, James; J. Boswell; Boswell for the Defence; (James) BOSWELL; James Boswell; James boswell; Boswellian",James Boswell
Give an example of an 'ordinal number'?,"FIRST, SECOND, THIRD etc",Third
"Who said """"we're more popular than Jesus now"""", in 1966?","John Winston Ono Lennon, MBE; Winston Leg-Thigh; Lennon, John; Beatle John; Jhon lennon; Dr. Winston O'Boogie; Lennon; JohnLennon; 9 Newcastle Road; John Lennon (solo); Johnny Lennon; Dr Winston O'Boogie; Jack Lennon; John Winston Ono Lennon; John lennon; John and Yoko; God Save Oz; John Winston Lennon; John Lennon; John Lenin; Lennon john; John W. Lennon; John Lenon; John Lennon Statement Controversial; John W. O. Lennon; John Ono Lennon",Mick Jagger
Which architect designed the new London building known as the 'Shard'?,Renzo Piano; Renzo Piano Building Workshop,Norman Foster
What is a vent in the Earth's crust that spouts a fountain of boiling water called?,Geyser; Cold-water geyser; Cold water geyser; Coldwater geyser; Hot-water geyser; Hot water geyser; GEYSER; Hotwater geyser; Gyser; Cryogeysers; Geysers; Cryogeyser,Geyser
Which is the largest city in Pakistan?,"Anklesaria Hospital; Sikandar Hayat Khan Sherpao; Karachi district; Iqbal Shaheed Road; Karachiites; Katha Theatre; Shahrah-e-Altaf Hussain; Garden Road (Karachi); Dr. Daud Pota Road; Kurrachee; Sikanderabad (Karachi); Gulistan-e-Bahar; Karachi Polytechnic Institute; Crime in Karachi; Shaheed Benazir Bhutto Park; Defence Export Promotion Organization; Sultan Mohamed Shah Aga Khan School, Karachi; Karachi metropolitan area; Shopping in Karachi; City District Government Karachi; Abdullah Haroon Road; Platinum Colony; Karachi, Sind; Syedna Burhanuddin Road; Abdul Sattar Pirzada; Moti Masjid (Karachi); CDGK; Mini pakistan; Asifabad, Karachi; Shireen Jinnah Colony; Karanchi; Humera Alwani; Kharak (Karachi); Lalazar (Karachi); Kochi Camp; City of Quaid; Karachiite; Dara Murad Jamali Industrial Estate; Shahrah-e-Liaquat; Hub Industrial and Trading Estate; Umdah; Karachi City District; Financial Capital of Pakistan; Gutter Baghicha; List of cinemas in Karachi; Burnes Road Food Street; Wilayatabad; Karachi City; Karaci; Economic capital of Pakistan; Karachi; Karachi Expo Centre; Capital of Sindh; Ras Karashi; Afghan Basti; Financial capital of Pakistan; Karachi, PK; Karāchi; Agha Siraj Durrani; Kalachi-jo-Kun; Karachi, Sindh; Economic hub of Pakistan; District of Karachi; Bay View Academy; Karachite; Kurruck; PAF Colony; Karachi, Sindh, Pakistan; City of the Quaid; Economic Capital of Pakistan; Kaurashi; Waheed Murad Road; Karatchi; Kharak; Kurrachee Karachi; Windher Industrial and Trading Estate; Shah Rasool Colony; Muhammad Hussain Panhwar; Karshi; Nisar Shaheed Park; Victoria Road, Karachi; Chinna Creek; Lalazar (Naran); Memon Nagar; Karachi, Sind, Pakistan; Keamari Groyne; Gadani Industrial Estate; Arts in Karachi; City district government of karachi; Azad Colony; Karachi District; Architecture of Karachi; Karachi, West Pakistan; Gulistan-e-Hadeed; Jinnahabad; Landhi Industrial Area; Karachi, Pakistan; Government College of Technology, Karachi; Kathiawar Muslim Habsh Jamaat; Rambagh, Karachi; Kara-chi; Qafila Serai; Financial hub of Pakistan; Nawa Nar; Architecture in Karachi; Boulton Market; Auranga Bandar; Karaachi; DHA Model High School; Mansfield Street, Karachi; Business hub of Pakistan; Allahwala Town; Kolachi-jo-Goth; City of Karachi; Uthal Industrial Estate; Ras al Karazi; Nishtar Road; Baba-e-Urdu Road; Karak Bander",Lahore
"Which Bob Dylan song begins """"You got a lotta nerveTo say you are my friend. When I was down, You just stood there grinning""""?",Positively Fourth Street; Positively 4th Street,Positively 4th Street
"Besides Ireland, what country is geographically closest to the United Kingdom?",La Republique francaise; Franciaország; La Republique française; Belle France; FRANCE; Republique française; France; Ranska; Franciaorszag; French Republic; République francaise; République française; ISO 3166-1:FR; Frankreich; France (country); Etymology of France; FrancE; La République française; People of France; Republic of France; Fracne; Le France; The French Republic; Republique francaise; The Republic of France; La République francaise; La France; Rain in France; Republic of france; FRance; Frakkland; Climate of France; Franse,France
The Lansdowne Cup is competed for in rugby union by which two countries?,Australia and Ireland,England and Australia
Who was the star of the film based on the record Harper Valley PTA by Jeannie C Riley?,Barbara Morehead; Barbara Jean Morehead; Barbara Eden,Barbara Eden
Complete the title of the Woody Allen directed film 'Vicky Christina .,"The weather in Barcelona; Barcelona (Spain); Catania, Italy; Barcelone; Barcellona; Barcelona; Barcelona, Catalonia; UN/LOCODE:ESBCN; Barcelona, Barcelona; Barcelona, Spain; City of Barcelona; Barcelona City",Barcelona
Who wrote the Cliff Richard number one hit 'Living Doll'?,Lionel Begleiter; Lionel Bart; LIONEL BART,Paul McCartney
How many noble gases are there?,Six; six; 6,Eight
"Who wrote the lyrics for 'Sing', written to celebrate the Queen's Diamond Jubilee?",Gary Barlow; GARY BARLOW,Elton John
In what country is 'Mt. Everest'?,Nepol; नेपाल; Chiuri kharka; Nepal; State of Nepal; Crime in Nepal; Peace zone; Federal Democratic Republic of Nepal; Zone of peace; Federal Republic of Nepal; Sanghiya Loktāntrik Ganatantra Nepāl; नेपाः; Nēpāl Adhirājya; Napol; Nepali Republic; गणतन्त्र नेपाल; Democratic Republic of Nepal; NEPAL; ISO 3166-1:NP; Nepala; People of Nepalese origin; Republic of Nepal; Etymology of Nepal; Name of Nepal; Nepalese Republic; Subdivisions of Nepal; Nepaul; Republic of nepal; Nepal Adhirajya; The Kingdom of Nepal; FDRN; States of Nepal; संघीय लोकतान्त्रिक गणतन्त्र नेपाल,Bhutan
Which WW1 American General was known as “Black Jack”?,Blackjack Pershing; General John Pershing; Jack Pershing; John J. Pershing; Black Jack Pershing; General John J. Pershing; General John J. %22Black Jack%22 Pershing; John Pershing; Nigger Jack Pershing; John Joseph Pershing; John J. %22Blackjack%22 Pershing; John J Pershing; General Pershing; John %22Black Jack%22 Pershing,General Patton
"Which writer is considered to have been the first to use the term """"cold war"""" in articles in 1945 and 1946?","Geoge orwell; Arthur Blair; Eric A. Blair; George Orwell; Eric Arthur Blair; Eric Blair; George (Eric Blair) Orwell; G. Orwell; P. S. Burton; George orwell; E.A. Blair; Orwell, George; Orwell Day",George Orwell
Which band released the 1970 album 'In the Wake of Poseidon'?,KingCrimson; KING CRIMSON; King crimson; King Crimson; Crimso,Pink Floyd
"Which Dr. Who villain has been played by Roger Delgado, Anthony Ainley, Eric Roberts, etc?","Master (band); Masters; Mastre; The Master (film); Masterful; Master (character); Mastership; Master (disambiguation); Master; The Master (disambiguation); The Master; Master, The",The Cybermen
The SI unit the ohm is often represented by the upper-case form of which Greek letter?,OMEGA (disambiguation); Omega (disambiguation); Omega (number); Omega (mathematics); Omega (album); Omega (song); Ω (disambiguation); OMEGA,Gamma
"How is the title of Rossini's opera """"La Gazza Ladra"""" usually translated into English?",The theivish magpie; La Gazza ladra; Thieving Magpie; Die diebische Elster; The thievish magpie; Giannetto; La gazza ladra; The Thieving Magpie; La pie voleuse; La Gazza Ladra; Gazza ladra,The Thieving Magpie
"""""Torchwood"""" was a spin-off of what popular TV show?",Dr Who; Doctor Who Legacy; Anna Zhou; Nightmare child; Doctor Who New Series; Doc. Who; Dr.Who; Doctor Who; The Doctor and Rose; The Doctor (nickname); DoctorWho; Dr who; Doc Who; Doctor Who%3F; Doctor Who: Legacy; Doctor Who classic series; Who doctor; Doc who characters; Doctor Who series; Doctor Who – The New Series; Doctorwho; Dr w; Doctor Roo; Docter Who; Dr. Who Novels; Brian Minchin; Drwho; Dr. Who; Dr Who%3F; Doctor Who new series; Class (2016 TV series); New Who; Doctor Who Glossary of Terms and Names; Dr. Who Books; DrWho; Doctor who characters; Doctor Who - The New Series; Doctor Who (new series); Doctor who; The doctor and Rose; Archangel Network; The Child (Doctor Who audio); Doctor Who (TV series),Doctor Who
What does a tadpole become?,Frog spawn; Batrachian; Frog Metamorphosis; Frogs; Frog zoology; Froglet; Batrachan; Anura (frog); Anura (order); Frog; Anuran; FROGS; Croaking; Frogspawn; A frog; Frog (amphibian); 🐸; Anurans; Anura (amphibian); Order Anura; Frog life cycle,A froglet
Which English king stole The Stone of Scone from Scone Palace?,"Edward the First; Longshanks; Edward i of england; Edward the Longshanks; Edward I Longshanks; Edward Longshanks; Edward I of England; Edward I; King Edward 1st; Edward I (England); Overlord of Scotland; Edward I Longshanks of England; Edward I, King of England; King Edward I; Edward I Plantagenet; EDWARD I; Edward Longshanks, Hammer of the Scots; King Edward I of England; Edward 1; Lord Paramount of Scotland; Malleus Scotorum; Edward I, King of the English",King Edward I
Which Irish politician was known as 'The Liberator'?,'monster meetings'; Daniel O’Connell; Dónal Ó Conaill; Monster meetings; Daniel O'Connell; Dónall Ó Conaill; Danial O'Connell,Charles Stewart Parnell
Who wrote the 19th century novel ‘Anna Karenina’?,"Lyof Nikolaivitch Tolstoi; Tolstoy; Leo Nikolaievich Tolstoy; Lev Nikolaïevitch Tolstoï; Lev Nikolajevič Tolstoj; Count Lev Tolstoy; Lev Nikolajevic Tolstoj; Lev Nikolaevich Tolstoy; Leo tolstoi; Tolstoi; LN Tolstoi; Leo N. Tolstoy; Leo TOLSTOY; Buried Alive (play); Lev N. Tolstoi; Lev Tolstoi; Voice of Thunder (Lincoln); Lev Tolstoï; Leo N. Tolstoi; Tolstoy, Lev Nikolayevich; Lev N. Tolstoï; LN Tolstoy; Count Lev Nikolaevich Tolstoi; Lev Nikolaevic Tolstoj; Leo N. Tolstoï; Толстой; Lev N. Tolstoy; Lev Tolstoy; Leo Tolstoï; Count Lev N. Tolstoy; Leo Tolstoy's religious beliefs; Leo tolstoy; Count Leo Tolstoy; León Tolstói; Lev Nikolayevich Tolstoy; Лев Никола́евич Толсто́й; Leo Tolstoy; Leo Nikolayevich Tolstoy; Leo Nikoleyevich Tolstoy; Count Leo Tolstoï; Count Leo N. Tolstoy; Leon Tolstoi; Leo Nikolayevitch Tolstoy; Count Leo Tolstoi; Lyof Tolstoy; Count Leo N. Tolstoi; Count Leo N. Tolstoï; Lev Tolstói; Lev Nikolaevič Tolstoj; Leo Tolstoi; Léon Tolstoï; Лев Николаевич Толстой; Leon Tolstoy; Lev Tolstoj; Leo, Count Tolstoy; Tolstoy, Leo Nikolayevich; Lev Nikolaievitch Tolstoi",Fyodor Dostoevsky
Which London underground line provides a regular service to all Heathrow terminals?,"Piccadilly; Picadilly; Piccadilly, London",Central Line
Which boxer relinquished his world welterweight title after defeating Jake La Motta in 1951?,Walker Smith Junior; Walker Smith Jr.; Walker Smith Jr; Sugar Robinson; %22Sugar%22 Ray Robinson; Walker Smith Jnr.; Sugar Ray Robinson; Walker Smith Jnr,Sugar Ray Robinson
What was Michelle Obama's maiden name?,Robinson (disambiguation); ROBINSON; Robinson,Michelle Smith
What U.S. state holds the first presidential primary?,"State of New Hampshire; 9th State; New Hampshire, United States; US-NH; Ninth State; New Hampster; NewHampshire; Culture of New Hampshire; Geography of New Hampshire; New Hampsh; New Hampshire; Transportation in New Hampshire; Sports in New Hampshire; Climate of New Hampshire; Transport in New Hampshire; Education in New Hampshire; New hampshire; The Granite State; The State of New Hampshire; Demographics of New Hampshire; Religion in New Hampshire; New Hampshire (state); New Hampshre; Economy of New Hampshire; New Hampshire (U.S. state)",California
What was the name of Michael Jackson's second wife?,Deborah Jeanne Rowe; Deborah Rowe Jackson; Debbie Jackson; Deborah Rowe; Debbie Rowe,Debbie Rowe
Who named his jet plane 'Big Bunny'?,"Hugh Marston Hefner; Hugh M. Hefner; Hefnerian; Hefner, Hugh M.; Hugh Heffner; Hugh Hefner",Frank Sinatra
Who was the legless World War II fighter pilot who was detained in German prisoner of war camps for 4 years?,"Group Captain Douglas R S Bader, CBE, DSO and Bar, DFC and Bar; Douglas Bader; Douglas Barder; Sir Douglas Bader",Douglas Bader
Who wrote the 19th century novel ‘Anna Karenina’?,"Lyof Nikolaivitch Tolstoi; Tolstoy; Leo Nikolaievich Tolstoy; Lev Nikolaïevitch Tolstoï; Lev Nikolajevič Tolstoj; Count Lev Tolstoy; Lev Nikolajevic Tolstoj; Lev Nikolaevich Tolstoy; Leo tolstoi; Tolstoi; LN Tolstoi; Leo N. Tolstoy; Leo TOLSTOY; Buried Alive (play); Lev N. Tolstoi; Lev Tolstoi; Voice of Thunder (Lincoln); Lev Tolstoï; Leo N. Tolstoi; Tolstoy, Lev Nikolayevich; Lev N. Tolstoï; LN Tolstoy; Count Lev Nikolaevich Tolstoi; Lev Nikolaevic Tolstoj; Leo N. Tolstoï; Толстой; Lev N. Tolstoy; Lev Tolstoy; Leo Tolstoï; Count Lev N. Tolstoy; Leo Tolstoy's religious beliefs; Leo tolstoy; Count Leo Tolstoy; León Tolstói; Lev Nikolayevich Tolstoy; Лев Никола́евич Толсто́й; Leo Tolstoy; Leo Nikolayevich Tolstoy; Leo Nikoleyevich Tolstoy; Count Leo Tolstoï; Count Leo N. Tolstoy; Leon Tolstoi; Leo Nikolayevitch Tolstoy; Count Leo Tolstoi; Lyof Tolstoy; Count Leo N. Tolstoi; Count Leo N. Tolstoï; Lev Tolstói; Lev Nikolaevič Tolstoj; Leo Tolstoi; Léon Tolstoï; Лев Николаевич Толстой; Leon Tolstoy; Lev Tolstoj; Leo, Count Tolstoy; Tolstoy, Leo Nikolayevich; Lev Nikolaievitch Tolstoi",Leo Tolstoy
"What year did Jean-Francois Champollion publish the first correct translation of Egyptian hieroglyphs from the Rosetta Stone, the Roman Catholic Church take Galileo Galilei's """"Dialogue"""" off their list of banned books, and Britain repeal the death penalty for over 100 crimes?","one thousand, eight hundred and twenty-two; 1822",1822
Who played the title role in the 1951 film ‘Captain Horatio Hornblower RN’?,Gregory peck; Gregory Peck; Gregory Peckk; Greg Peck; Eldred Gregory Peck,Gregory Peck
What is the official language of the People's Republic of Bangladesh?,Bengaltsy; Bengali (disambiguation); Bengalee; Bengali; Bengalese,Hindi
Which Roman road led from Rome to Brindisi?,Appian way; Via Appia Antica; Apian way; Appian Way; Via Appia Nuova; Via Appia,Via Appia
"Anthony Wilding, who won the Wimbledon men's singles from 1910 to 1913, was from what country?","N Z; Nouvelle-Zelande; Kiwiland; New Zealand's; New Zealand.; Nz; New Zealand,; NEW Z; N Zealand; NEW ZEALAND; New Zealend; Administrative divisions of new zealand; New Zaeland; N z; Kiwistan; Enzed; NewZealand; NZ; Name of New Zealand; Staten Landt; New+Zealand; NZL; Nu Tirani; Neo Zealand; ISO 3166-1:NZ; New Zealnd; AoTeAroa; Sheepland; Aotearoa / New Zealand; Subdivisions of New Zealand; Its got that new zeal; New Zealand; Newzealand; New Zeland; New-Zealand; New Zeeland; Administrative divisions of New Zealand; New Zealnad; Staten Land; N.Z.; Staaten land; New.Zealand; Mew Zealand; Maoriland; N. Zealand; Etymology of New Zealand; New Xealand; Māoria; New zelanad; Niu Tireni; New zealand; New zeland; Nova Zeelandia; New zeeland",Australia
What would a polyandric woman have more than one of?,HUSBAND; The Husband,Husbands
At what age does an individual first become entitled to a free TV licence?,75; seventy-five,60
Which member of the 'Dirty Dozen' was also in 'The Magnificent Seven'?,Karolis Bučinskis; Charles Buchinsky; Charles Buchinski; CHARLES BRONSON; Charles Dennis Buchinsky; Kazimieras Bučinskis; Charles Bronson (actor); Charles Brunson; Charles broson; Charles bronson; Charles Bronson,Charles Bronson
Which famous London events which occurred between April 10th and April 12th 1981 were dealt with in the Scarman report?,BRIXTON RIOTS; Brixton Riots (disambiguation); Brixton Riot; Brixton riot; Brixton riots (disambiguation); Brixton Riots; Brixton riots,The Brixton Riots
"Neal Foulds, John Dunning and Mark Williams are associated with which sport?",Lightning break; Snooker plus; Snooker Plus; English snooker; Snooker; Snooker-plus; List of snooker equipment; Snooker player; Snoooker,Snooker
Creme Anglaise is the French version of which English dessert item?,Creme patissiere; Creme patisserie; Creme mousseline; Crème pâtissièrre; Crème pâtisserie; Crème pâtissière; 🍮; Pastry cream; Creme patissierre; Custards; Crema pasticcera; Egg custard; Cream custard; Lemon custard; Crème patissière; Custard,Custard
"When Brian Deane scored the first ever goal in the Premier League in 1992, against Man Utd., for which club was he playing?",Piggy Blunts; Sheff Utd; Sheffield United F.C.; Sheffield Utd; Sheffield United A.F.C.; Sheffield United FC; SHEFFIELD UTD.; Sheff U; Sheffield United Football Club; Sheffield United F C; Sheffield United; Thrash Wednesday; Sheffield United F. C.; Sheffield United F.C; Red and White Wizards,Sheffield United
"What is the common name of the cooking ingredient from the hard fat of kidneys and loins of oxen, famously sold under the Atora brand?",Beef suet; Suet; Suets,Suet
"A firm called Silver Cross, which has been based in Keighley, Yorkshire since 1877, has had the Queen, Gwyneth Paltrow and Jennifer Lopez as customers. What does Silver Cross make ?",Pram (disambiguation); PRAM (disambiguation); PRAM; Prams; Pram; PRAMS,Prams
How many books are there in the New Testament of the Bible?,27; twenty-seven,25
What was the first name of the painter Manet?,douard,Claude
Harold Holt became Prime Minister of which country in January 1966?,Australia (Commonwealth realm); AustraliA; Continental Australia; Australias; Peace of Australia; Australian city life; City life in Australia; Australocentrist; Mainland Australia; Australiia; Straya; Australia (commonwealth); Austraila; Ausrtalia; Australia (nation); Australien; New Australian; Australia (dominion); Australia (federation); Australia (country); Aussieland; Federal Australia; Country life in Australia; Orstraya; Australia (nation state); Australia (commonwealth realm); Australia; Australocentrism; Austraya; Australie; AUSTRALIA; Geopolitics of Australia; Australia (nation-state); Australia's; Australian mainland; Australian country life; Australian Woman's Day; Imperial Australia; United States of Australia; Australia (realm); Australia (constitutional monarchy); Austalia; Etymology of Australia; Philosophy in Australia; Commonwealth of Australia; Australija; Australia (monarchy); Dominion of Australia; Empire of Australia; Ostralia; Modern Australia; Commonwealth of australia; Australia (empire); Australo; The Commonwealth of Australia; Australia.; Austrlia; Australlia; AUSTRALIAN; Australia (state); ISO 3166-1:AU; Austrailia; Commonwealth Australia; Pax Australiana; Australian Commonwealth; Australocentric; Austrlaia; Technology in Australia; Australia (Commonwealth); Australai; Australian geopolitics; Asutralia; Australo-; Australian's; Science in Australia,Canada
The line 'The mirror crack'd from side to side' comes from which poem?,The Lady of Shallott; Lady of Shallott; The Lady of Shalott; Lady shallott; The Lady of Shallot; Lady of Shallot; The lady of shalott; The Lady of shallot; Shalott; The Lady Of Shallot; Lady of Shalott; The lady of shallot; Lady of shallot; Lady of shalott; THE LADY OF SHALLOT,The Lady of Shalott
"Born in Scranton, PA on Nov 20, 1942, current Vice President Joe Biden spent 36 years as a senator from which state?","Religion in Delaware; Alcohol law of Delaware; Delaware alcohol law; Delaware; Three lower counties; Alcohol laws of Delaware; The Small Wonder; Delaware (State); Alcohol laws in Delaware; Sports in Delaware; Delaware alcohol laws; Del.; Delawarean; DelawarE; Delaware, United States; Transportation in Delaware; US-DE; Education in Delaware; Government of Delaware; The Blue Hen State; Alcohol law in Delaware; Deleware (state); Geography of Delaware; Delaware, U.S.; State of Delaware; Economy of Delaware; Culture of Delaware; Delaware (U.S. state); Delaware (state); Transport in Delaware; Delaware trivia; Demographics of Delaware; The First State; Climate of Delaware; Deleware; 1st State",Delaware
Which Nobel-prize winning Russian writer died on August 3rd 2008?,"Solzhenytzin; Solzhenicin; Solzhentsyn; Oleksandr Solzhenіcin; A. Solzhenitsyn; Aleksandr Solzjenitsyn; Alexander Solzhynitsyn; Alexander Solzhenitsyen; Alexander Solzhenytsin; Aleksandr Isayevich Solzhenitzyn; Aleksandr Isaevich Solzhenitsyn; Aleksandr Solzenicyn; Alexander solzenitzen; Aleksandr Solženicyn; Alexander solzenitsen; Solzhenitzen; Solschenizyn; Solzhenitsyn; Aleksandr Solzhenitysn; Oleksander Solzhenicin; Алекса́ндр Иса́евич Солжени́цын; Alexsandr Solzhenitsyn; Aleksander Solzhenitsyn; Aleksandr I. Solzhenitsyn; Alexander Solzhenitsin; Solzenitzen; Solzenitsyn; Solzhenytsin; Solzenitsen; Solzenicin; Aleksandr Solzhenitsyn; Alexander Solzhenicin; Solzhenitsin; Alexander I. Solzhenitsyn; Solzhenitsynian; Aleksandr Isayevich Solzhenitsyn; Aleksander Solzhenicin; Alexandr Solzhenitsyn; Alexander Isayevich Solzhenitsyn; Aleksandr Solženitsyn; Soljenitsyne; Alexander Solzhenitsyn; Aleksandr Solzhenitsen; Solzhenitsyn, Aleksandr",Aleksandr Solzhenitsyn
On what day of the month did the Roman ‘Ides’ of March fall?,fifteen; 15; 15th,15
"It was double-headed for Austria and Russia, single-headed for Germany. What was it?",Eagle; Aquilinae; King of the Air; King of the air; Booted eagles (group); Kitpu; Hawk eagle; Eagle Spirit; Eagle (symbolism); Eagles; Harpy (zoology); Hawk-eagle,The Eagle
"Whose statue, situated in Grafton Street in Dublin is known as 'the tart with the cart'?",Cockles and Mussles; Cockles And Mussels; Mollie Malone; Cockles & Mussels; MOLLY MALONE; Cockles and Mussels; Molly Malone; Cockles and mussels; In Dublin's Fair City,Molly Malone
Ascorbic acid is usually known as what?,"Liqui-Cee; Cee-Vite; Cereon; Cemagyl; Cergona; Planavit C; Cebion; Ascorb; Arco-Cee; Cetamid; Vit c; Ascorbajen; Cipca; Cegiolan; Ascorbate metabolism; Ascor-B.I.D.; Xitix; Ascorbin; C-Level; Cescorbat; Vitimin C; Vicelat; Vitamin C Overdose; Cevex; C-Quin; Vitace; Testascorbic; Viforcit; Vitacimin; Hicee; Catavin C; Cevitex; Adenex; Proscorbin; (R)-3,4-dihydroxy-5-((S)-1,2-dihydroxyethyl)furan-2(5H)-one; List of foods containing Vitamin C; Celaskon; Cantan; Vitamin C Foundation; Vitacee; C-Vimin; Allercorb; Roscorbic; Ascorbate; Cetane-Caps Td; Cetane-Caps Tc; Evolution of Vitamin C; Secorbate; Ascorvit; Cevatine; Vitamin C; Citriscorb; Vitascorbol; Ascorin; Cecon; Concemin; Vicomin C; Scorbacid; Vitamin c; Davitamon C; Cewin; Laroscorbine; Hybrin; Cevitamin; Ce Lent; Cetemican; Cemill; Cenetone; C-Long; Scorbu-C; Colascor; Ascoltin; Cee-Caps Td; Ascorbutina; Cantaxin; Viscorin; Natrascorb; Antiscorbic Vitamin; Cebione; Cevimin; (R)-3,4-dihydroxy-5-((S)- 1,2-dihydroxyethyl)furan-2(5H)-one; Cevitamic Acid; Cevitan; Cenolate; Cevi-Bid; Sodascorbate; Vitamine C; Antiscorbutic Vitamin; Ascorbicap; C Vitamin; Ascorbicab; Cebicure; Ceglion; Cevalin; Ciamin; Vitamisin; Ascorteal; Vicin; Evolution of vitamin c; Lemascorb; Vitacin; Meri-C; Cetebe; IDO-C; Ascorbicin; Kyselina Askorbova; L-ascorbate; Duoscorb",Vitamin C
In which city is Holyrood House,"Dun Eideann; Burgh of Edinburgh; Auld Reekie; Edinburgh, City of (council area); Capital of Scotland; Inner Edinburgh; Old and New Towns of Edinburgh; Edinbra; Edinburgh (Scotland); Areas of edinburgh; Din Eidyn; Edin-burgh; Dùn Èideann; EDINBURGH; Edinburgh art; Edingburgh; Athens of the north; Dunedin, Scotland; Edinburgh City Region; Caer Eiddyn; Capital city of scotland; Edimburgh; Dun Edin; Edinburgh, United Kingdom; Edinborough; UN/LOCODE:GBEDI; Suburbs of Edinburgh; The weather in Edinburgh; City of Edinburgh, Scotland; Edinburgh, UK; Edinburgh; Eiddyn; Dùn Éideann; Edimburgo; Southside, Edinburgh; Embro; Edinburgh Navigator; Edinburgh (district); City of Edinburgh; Eidyn; Geography of Edinburgh; Edinbourgh; Embra; List of Edinburgh suburbs; Areas of Edinburgh; List of places in Edinburgh; Capital of scotland; Edinburgh, Scotland; Edinburrie; City of Edinburgh (council area); Edinbrough; Edinburgh Inspiring Capital; City of Edinburgh (local government district, Lothian region)",Glasgow
"What surname connects equestrians Michael, Ellen, William, Robert and John?",WHITAKER; Whitaker; Whitaker (disambiguation),Whitaker
The Naismith Award is presented in which sport?,Basketball; Basketball gear; Bball; Boy's Basketball; B Ball; Shoot hoops; Basketball parity worldwide; Men's Basketball; High school basketball; Basketball Worldwide; Basketball club; B-ball; Basket-ball; Basketball team; 🏀; Basketball rim; Basketballer; Rim (basketball); Basket ball; Basketball net; Baksetball; Basketball player; Basket-Ball; Women's hoops; Men's basketball; BasketBall; Basketball Parity Worldwide; Basket Ball; Baketball; Basketball Player; B ball; Unicycle basketball,Basketball
"The first US space station was launched on May 14, 1973. What was it called?",Skylab One; Skylab A; Sky lab; Skylab; Project Skylab; Skylab I; SkyLab; Skylab 5; Skylab 1; Skylab program; SKYLAB,Skylab
A Violent Storm is which number on the Beaufort Scale?,11; eleven,11
"According to Greek myth, who built the labyrinth on Crete for King Minos?",Daedalus; Daidalos; DAEDALUS; Daedalus and Icarus; Taitle; Dædalus; Daedalos,Daedalus
"Who had a UK No. 1 hit in 1977 with """"Silver Lady""""?",Payne & Redemption; (David) Soul; The Covered Man; David Soul,David Soul
What was the name of the character played by Bonnie Langford in Just William,William Brown (fictional boy); Violet Elizabeth Bott; William Again; William Brown series; Just William (book series); William the Fourth (story collection),Violet Elizabeth Bott
"Who designed the British World War II fighter plane, the Spitfire?",R. J. Mitchell; Reginald Joseph Mitchell; Reginald Mitchell; R J Mitchell; R.J. Mitchell; RJ. Mitchell; RJ Mitchell,R.J
What is the Japanese word for Japan?,日本國; State of Japan; Ja-pan; Nihon; Nippon; Japang; Modern–era Japan; Etymology of Japan; Japan (country); Republic of Japan; Japanese financial sector; Nihon-koku; ISO 3166-1:JP; 日本; Japian; Japan; JapaN; The State of Japan; Riben; Nippon-koku; JPN; Jpan; Rìběn; 日本国; Japao; JAPAN; Japoa; 🗾,Nippon
"What was the name of Peter, Paul and Mary's """"magic"""" dragon?",Puff; Puff (disambiguation); Puffs Plus; Puffs plus; Puffs,Puff
"Covering an area in excess of 30,000 square miles, in which country can you find the 'Dasht  e Kavir Desert' the largest to lie wholly in it's own country?","Irān; Historical names of Iran; Persia (Iran); Iran (Islamic Republic of); Iran, Islamic Republic of; ISO 3166-1:IR; Shi'ite Republic of Iran; Jomhūrī-ye Eslāmī-ye Īrān; Iran blockade; Iran consumption expenditure; IRan; Naval blockade of iran; The Islamic Republic of Iran; Jomhuri Ye Islami Ye Iran; Irãn; جمهوری اسلامی ايران; Irán; Historical Names of Iran; Iran (Persia); Iranian Republic; La Perse; Islamic Republic of Persia; إيران; ایران; Islamic State of Iran; Irañ; IRAN; Irân; Jomhuri-ye Eslami-ye Iran; جمهوری اسلامی ایران; I.R. of Iran; PERSIA; Islamic republic of Iran; IR of Iran; Persia; Iran; What language do they speak in Persia%3F; Persian State of Iran; Shia Republic of Iran; I.R.Iran; Jomhuri-ye Eslāmi-ye Irān; IR Iran; Persian Region; I.R. Iran; Islamic Republic of Iran; Republic of Iran; Islamic Iran; Islamic Govermnet of Iran",Iran
"The border crossing known as """"Checkpoint Charlie"""" was between which two places?",East and West Berlin,East and West Berlin
